id,name,dob,pob
0371824,Chris Haywood,1948-07-24,"Billericay, Essex, England, UK"
0372217,Anthony Heald,1944-08-25,"New Rochelle, New York, USA"
0372475,Ann Hearn,,
0373012,Eileen Heckart,1919-03-29,"Columbus, Ohio, USA"
0374348,Laurie Heineman,,
0375629,Levon Helm,1942-05-26,"Marvell, Arkansas, USA"
0376540,Martin Henderson,1974-10-08,"Auckland, New Zealand"
0377416,Pat Henning,1911-01-01,
0377888,Justin Henry,1971-05-25,"Rye, New York, USA"
0378893,Stephen Herek,1958-11-10,"San Antonio, Texas, USA"
0380965,Jean Hersholt,1886-07-12,"Copenhagen, Denmark"
0382676,William Hickey,1928-09-19,"Brooklyn, New York, USA"
0382722,Dwayne Hickman,1934-05-18,"Los Angeles, California, USA"
0382956,Scott Hicks,1953-03-04,Uganda
0383603,Freddie Highmore,1992-02-14,"London, England, UK"
0384276,George W. Hill,1895-04-25,"Douglas, Kansas, USA"
0384908,Wendy Hiller,1912-08-15,"Bramhall, Cheshire, England, UK"
0384916,John Hillerman,1932-12-20,"Denison, Texas, USA"
0385757,Pat Hingle,1924-07-19,"Denver, Colorado, USA"
0387432,Judith Hoag,1968-06-29,"Newburyport, Massachusetts, USA"
0387556,Rose Hobart,1906-05-01,"New York, New York, USA"
0390192,Gloria Holden,1908-09-05,"London, England, UK"
0391062,Judy Holliday,1921-06-21,"New York, New York, USA"
0391072,Polly Holliday,1937-07-02,"Jasper, Alabama, USA"
0391361,Stanley Holloway,1890-10-01,"London, England, UK"
0392529,Tim Holt,1918-02-05,"Beverly Hills, Los Angeles, California, USA"
0394244,Miriam Hopkins,1902-10-18,"Bainbridge, Georgia, USA"
0396819,Donald Houston,1923-11-06,"Tonypandy, Wales, UK"
0397397,John Howard,1913-04-14,"Cleveland, Ohio, USA"
0399345,Gusti Huber,1914-07-27,"Wiener Neustadt, Austria-Hungary, now Austria"
0399853,Hugh Hudson,1936-08-25,"London, England, UK"
0401434,Henry Hull,1890-10-03,"Louisville, Kentucky, USA"
0401449,Josephine Hull,1886-01-03,"Newtonville, Massachusetts, USA"
0402558,Martita Hunt,1900-01-30,"Buenos Aires, Argentina"
0404046,Ruth Hussey,1914-10-30,"Providence, Rhode Island, USA"
0404158,Walter Huston,1884-04-06,"Toronto, Ontario, Canada"
0404360,Josephine Hutchinson,1903-10-12,"Seattle, Washington, USA"
0405035,Wilfrid Hyde-White,1903-05-12,"Bourton-on-the-Water, Gloucestershire, England, UK"
0409869,John Ireland,1914-01-30,"Vancouver, British Columbia, Canada"
0410347,Bill Irwin,1950-04-11,"Santa Monica, California, USA"
0412322,Burl Ives,1909-06-14,"Hunt, Illinois, USA"
0412465,James Ivory,1928-06-07,"Berkeley, California, USA"
0413168,Hugh Jackman,1968-10-12,"Sydney, New South Wales, Australia"
0413559,Glenda Jackson,1936-05-09,"Birkenhead, Cheshire, England, UK"
0413561,Gordon Jackson,1923-12-19,"Glasgow, Scotland, UK"
0415591,Dean Jagger,1903-11-07,"Columbus Grove, Ohio, USA"
0416673,Kevin James,1965-04-26,"Stony Brook, New York, USA"
0417824,Leon Janney,1917-04-01,"Ogden, Utah, USA"
0417829,William Janney,1908-02-15,"New York, New York, USA"
0417837,Emil Jannings,1884-07-23,"Rorschach, Switzerland"
0419051,Francesca Jarvis,,
0422015,Edwin Jerome,1885-12-30,"New York, New York, USA"
0422484,Norman Jewison,1926-07-21,"Toronto, Ontario, Canada"
0423646,Roland Joffe,1945-11-17,"London, England, UK"
0424216,Johnny Knoxville,1971-03-11,"Knoxville, Tennessee, USA"
0424318,Glynis Johns,1923-10-05,"Pretoria, South Africa"
0424534,Ashley Johnson,1983-08-09,"Camarillo, California, USA"
0424565,Ben Johnson,1918-06-13,"Foraker, Shidler, Oklahoma, USA"
0424743,Celia Johnson,1908-12-18,"Ellerker Gate, Richmond, Surrey, England, UK"
0425287,Jake Johnson,1997-05-20,"Valencia, California, USA"
0425913,Nunnally Johnson,1897-12-05,"Columbus, Georgia, USA"
0425928,P.J. Johnson,,
0426333,Tim Johnson,,
0427728,Cherry Jones,1956-11-21,"Paris, Tennessee, USA"
0427756,Christopher Jones,1941-08-18,"Jackson, Tennessee, USA"
0428354,Jennifer Jones,1919-03-02,"Tulsa, Oklahoma, USA"
0428923,Nathan Jones,1969-08-21,"Gold Coast, Queensland, Australia"
0429250,Shirley Jones,1934-03-31,"Charleroi, Pennsylvania, USA"
0429923,Dorothy Jordan,1906-08-09,"Clarksville, Tennessee, USA"
0430460,Victor Jory,1902-11-23,"Dawson City, Yukon Territory, Canada"
0431139,Louis Jourdan,1919-06-19,"Marseille, France"
0432827,Katy Jurado,1924-01-16,"Guadalajara, Jalisco, Mexico"
0438279,Jonathan Kaplan,1947-11-25,"Paris, France"
0439334,Rita Karin,1919-10-24,"Wilno, Poland (which is now Vilnius, Lithuania)"
0439850,Roscoe Karns,1891-09-07,"San Bernardino, California, USA. (usually erroneously given as 1893)"
0440885,John Kassir,1962-10-24,"Baltimore, Maryland, USA"
0441501,Milton Katselas,1933-12-22,"Pittsburgh, Pennsylvania, USA"
0442512,Caroline Kava,,
0443401,Stubby Kaye,1918-11-11,"New York, New York, USA"
0443577,Lainie Kazan,1940-05-15,"New York, New York, USA"
0444321,Lila Kedrova,1918-10-09,"Petrograd, Soviet Union (now St. Petersburg, Russia)"
0445246,Ian Keith,1899-02-27,"Boston, Massachusetts, USA"
0445290,Robert Keith,1898-02-10,"Fowler, Indiana, USA. (some sources say 1896)"
0445523,Cecil Kellaway,1893-08-22,"Capetown, South Africa"
0446303,David Kelly,1929-07-11,"Dublin, Ireland"
0447913,Arthur Kennedy,1914-02-17,"Worcester, Massachusetts, USA"
0448097,Jihmi Kennedy,,"Los Angeles, California, USA"
0449984,Irvin Kershner,1923-04-29,"Philadelphia, Pennsylvania, USA"
0450810,Evelyn Keyes,1919-11-20,"Port Arthur, Texas, USA"
0452953,Terry Kilburn,1926-11-25,"London, England, UK"
0453248,Buzz Kilman,,
0454558,Charles King,1889-10-31,"New York, New York, USA"
0454771,Henry King,1886-01-24,"Christiansburg, Virginia, USA"
0454865,Jim King,,
0455767,Terry Kinney,1954-01-29,"Lincoln, Illinois, USA"
0456124,Bruno Kirby,1949-04-28,"New York, New York, USA"
0457655,Michael Kitchen,1948-10-31,"Leicester, Leicestershire, England, UK"
0459170,Randal Kleiser,1946-07-20,"Philadelphia, Pennsylvania, USA"
0460874,Esmond Knight,1906-05-04,"East Sheen, Surrey, England, UK"
0461136,Keira Knightley,1985-03-26,"Teddington, Middlesex, England, UK"
0461455,Don Knotts,1924-07-21,"Morgantown, West Virginia, USA"
0461498,Beyonce Knowles,1981-09-04,"Houston, Texas, USA"
0466099,Alexander Korda,1893-09-16,"Pusztaturpaszto, Austria-Hungary (now Hungary)"
0467085,Jerzy Kosinski,1933-06-14,"Lodz, Poland"
0467396,Henry Koster,1905-05-01,"Berlin, Germany"
0468957,Linda Kozlowski,1958-01-07,"Fairfield, Connecticut, USA"
0470981,Thomas Kretschmann,1962-09-08,"Dessau, East Germany"
0472710,David Krumholtz,1978-05-15,"New York, New York, USA"
0472816,Jack Kruschen,1922-03-20,"Winnipeg, Manitoba, Canada"
0474122,Judy Kuhn,1958-05-20,"New York, USA"
0479951,Ronald Lacey,1935-09-28,"Harrow, London, England, UK"
0483787,Dorothy Lamour,1914-12-10,"New Orleans, Louisiana, USA"
0484770,Domingo Landicho,,
0485943,Walter Lang,1896-08-10,"Memphis, Tennessee, USA"
0488267,Bryan Larkin,,
0488306,Linda Larkin,1970-03-20,"Hollywood, California, USA"
0490477,Ellen Hamilton Latzen,1980-07-26,
0490639,Wesley Lau,1921-06-18,"Sheboygan, Wisconsin, USA"
0491402,Hugh Laurie,1959-06-11,"Oxford, Oxfordshire, England, UK"
0491406,John Laurie,1897-03-25,"Dumfries, Dumfriesshire, Scotland, UK"
0492566,Sean Lawlor,,
0493026,Stanley Lawrence,,
0494432,Paul Le Mat,1952-09-22,"Rahway, New Jersey, USA"
0496819,Anna Lee,1913-01-02,"Igtham, Kent, England, UK"
0500021,Fritz Leiber,1882-01-31,"Chicago, Illinois, USA"
0500038,Ron Leibman,1937-10-11,"New York, New York, USA"
0500343,Eric Leighton,1962-11-06,"San Diego, California, USA"
0500552,Mitchell Leisen,1898-10-06,"Menominee, Michigan, USA"
0501183,Harvey Lembeck,1923-04-15,"Brooklyn, New York, USA"
0501185,Michael Lembeck,1948-06-25,"Brooklyn, New York, USA"
0502015,Harry J. Lennix,1964-11-16,"Chicago, Illinois, USA"
0502360,Rick Lenz,1939-11-21,"Springfield, Illinois, USA"
0502671,Joshua Leonard,1975-06-17,"Houston, Texas, USA"
0502752,Robert Z. Leonard,1889-10-07,"Chicago, Illinois, USA"
0503777,Mervyn LeRoy,1900-10-15,"San Francisco, California, USA"
0504125,Joan Leslie,1925-01-26,"Detroit, Michigan, USA"
0504492,Mark Lester,1958-07-11,"Oxford, Oxfordshire, England, UK"
0504962,Ken Leung,,"New York, New York, USA"
0505152,Brian Levant,1952-08-06,"Highland Park, Illinois, USA"
0505157,Oscar Levant,1906-12-27,"Pittsburgh, Pennsylvania, USA"
0505971,Ted Levine,1958-05-29,"Parma, Ohio, USA"
0506405,Eugene Levy,1946-12-17,"Hamilton, Ontario, Canada"
0506613,Shawn Levy,,
0506784,Jose Lewgoy,1920-11-16,"Veranopolis, RS, Brazil"
0507659,Richard Lewis,1947-06-29,"Brooklyn, New York, USA"
0510134,Paul Lukas,1891-05-26,"Budapest, Austria-Hungary (now Budapest, Hungary)"
0510731,Doug Liman,1965-01-01,
0511614,Jennie Linden,1939-12-08,"Worthing, Sussex, England, UK"
0511695,Cec Linder,1921-03-10,"Timmins, Ontario, Canada"
0512267,Margaret Lindsay,1910-09-19,"Dubuque, Iowa, USA"
0513520,Maureen Lipman,1946-05-10,"Hull, Yorkshire, England, UK"
0514783,Robert Littman,,
0514822,Anatole Litvak,1902-05-10,"Kiev, Russian Empire (now Ukraine)"
0515979,Frank Lloyd,1886-02-02,"Glasgow, Scotland, UK"
0516215,Tony Lo Bianco,1935-10-19,"Brooklyn, New York, USA"
0516876,Gene Lockhart,1891-07-18,"London, Ontario, Canada"
0517444,Carey Loftin,1914-01-31,"Blountstown, Florida, USA"
0517597,Joshua Logan,1908-10-05,"Texarkana, Texas, USA"
0518057,Giuliana Lojodice,1940-08-12,"Bari, Italy"
0518085,Kristanna Loken,1979-10-08,"Ghent, New York, USA"
0518394,Paul J. Lombardi,,
0518687,Daniel London,,"Pittsburgh, Pennsylvania, USA"
0518821,John Lone,1952-10-13,Hong Kong
0518880,Avon Long,1910-06-18,"Baltimore, Maryland, USA"
0521300,Tilly Losch,1904-11-15,"Vienna, Austria"
0521781,Jonathan Loughran,,
0521861,Dominique Louis,,
0521937,Anita Louise,1915-01-09,"New York, New York, USA"
0522281,Bessie Love,1898-09-10,"Midland, Texas, USA"
0522927,Edmund Lowe,1890-03-03,"San Jose, California, USA"
0524197,Josh Lucas,1971-06-20,"Arkansas, USA"
0524839,Ludacris,1977-09-11,"Champaign, Illinois, USA"
0526707,Sihung Lung,1930-01-01,China
0526985,Patti LuPone,1949-04-21,"Northport, Long Island, New York, USA"
0527501,Alfred Lutter III,1962-03-21,"Ridgewood, New Jersey, USA"
0528331,Jane Lynch,1960-07-14,"Dolton, Illinois, USA"
0528718,Jonathan Lynn,1943-04-03,"Bath, Somerset, England, UK. [now Bath and North East Somerset, England, UK]"
0531759,J. Farrell MacDonald,1875-06-06,"Waterbury, Connecticut, USA"
0532277,Niall MacGinnis,1913-03-29,"Dublin, Ireland"
0533692,Barton MacLane,1902-12-25,"Columbia, South Carolina, USA"
0534045,Fred MacMurray,1908-08-30,"Kankakee, Illinois, USA"
0534085,Robert MacNaughton,1966-12-19,"New York, New York, USA"
0536167,Anna Magnani,1908-03-07,"Rome, Latium, Italy"
0538655,Wendy Makkena,1963-06-10,"Richland Center, Wisconsin, USA"
0540416,Dorothy Malone,1925-01-30,"Chicago, Illinois, USA"
0541766,Miles Mander,1888-05-14,"Wolverhampton, Staffordshire, England, UK"
0542702,Daniel Mann,1912-08-08,"Brooklyn, New York, New York, USA"
0542720,Delbert Mann,1920-01-30,"Lawrence, Kansas, USA"
0542858,Lisa Mann,,
0543287,Irene Manning,1916-07-17,"Cincinnati, Ohio, USA"
0544064,Joe Mantell,1920-12-21,"New York, New York, USA"
0545298,Fredric March,1897-08-31,"Racine, Wisconsin, USA"
0549280,Hugh Marlowe,1911-01-30,"Philadelphia, Pennsylvania, USA"
0549539,Adoni Maropis,,
0549658,Richard Marquand,1938-04-17,"Cardiff, Wales, UK"
0551128,Rob Marshall,1960-10-17,"Madison, Wisconsin, USA"
0553349,Elsa Martinelli,1935-01-13,"Grosseto, Italy"
0556850,Marsha Mason,1942-04-03,"St. Louis, Missouri, USA"
0557339,Raymond Massey,1896-08-30,"Toronto, Ontario, Canada"
0557751,Peter Masterson,1934-06-01,"Houston, Texas, USA"
0559144,Marlee Matlin,1965-08-24,"Morton Grove, Illinois, USA"
0560093,Liesel Matthews,1984-03-14,"Chicago, Illinois, USA"
0561809,Roberta Maxwell,1942-01-01,"Ontario Province, Canada"
0562920,Virginia Mayo,1920-11-30,"St. Louis, Missouri, USA"
0564589,Frances Lee McCain,1944-07-28,"York, Pennsylvania, USA"
0564790,Mercedes McCambridge,1918-03-17,"Joliet, Illinois, USA"
0564970,Leo McCarey,1898-10-03,"Los Angeles, California, USA"
0565731,Michael McCleery,1959-08-18,"Chicago, Illinois, USA"
0566948,Joel McCrea,1905-11-05,"South Pasadena, California, USA"
0567408,Hattie McDaniel,1895-06-10,"Wichita, Kansas, USA"
0567852,Kevin McDonald,1961-05-16,"Montreal, Quebec, Canada"
0569410,John McGiver,1912-11-05,"New York, New York, USA"
0570192,Dorothy McGuire,1916-06-14,"Omaha, Nebraska, USA"
0570451,Frank McHugh,1898-05-23,"Homestead, Pennsylvania, USA"
0570912,Adam McKay,1968-01-01,"Philadelphia, Pennsylvania, USA"
0571630,Doug McKeon,1966-06-10,"Pompton Plains, New Jersey, USA"
0571674,Leo McKern,1920-03-16,"Sydney, New South Wales, Australia"
0572142,Victor McLaglen,1883-12-11,"Tunbridge Wells, Kent, England"
0573037,Julian McMahon,1968-07-27,"Sydney, New South Wales, Australia"
0573640,Stephen McNally,1913-07-29,"New York, New York, USA"
0575552,Kay Medford,1914-09-14,"New York, New York, USA"
0576345,John Megna,1952-11-09,"Queens, New York, USA"
0576851,John Meillon,1934-05-01,"Mosman, Sydney, New South Wales, Australia"
0576987,Fernando Meirelles,1955-11-09,"Sao Paulo, Sao Paulo, Brazil"
0577982,Harry Melling,1989-03-13,"London, England, UK"
0578949,Eva Mendes,1974-03-05,"Houston, Texas, USA"
0579663,Adolphe Menjou,1890-02-18,"Pittsburgh, Pennsylvania, USA"
0580240,Beryl Mercer,1882-08-13,"Seville, Spain"
0580479,Melina Mercouri,1920-10-18,"Athens, Greece"
0580565,Burgess Meredith,1908-11-16,"Cleveland, Ohio, USA"
0580607,Lee Meredith,1947-10-22,"River Edge, New Jersey, USA"
0581277,Dina Merrill,1925-12-09,"New York, New York, USA"
0581282,Gary Merrill,1915-08-02,"Hartford, Connecticut, USA"
0583600,Nancy Meyers,1949-12-08,"Pennsylvania, USA"
0584052,Paul Sanchez,,
0587249,Sylvia Miles,1932-09-09,"New York, New York, USA"
0587277,Lewis Milestone,1895-09-30,"Kishinew, Russia (now Chisinau, Moldova)"
0587340,Penelope Milford,1948-01-01,"St. Louis, Missouri, USA"
0587401,Tomas Milian,1933-03-03,"Havana, Cuba"
0587944,Barry Miller,1958-02-06,"Los Angeles, California, USA"
0587955,Bennett Miller,1966-12-30,"New York, New York, USA"
0588553,Jason Miller,1939-04-22,"Long Island City, New York, USA"
0588777,Larry Miller,1953-10-15,"Valley Stream, Long Island, New York, USA"
0590055,John Mills,1908-02-22,"Felixstowe, Suffolk, England, UK"
0591034,Esther Minciotti,1888-03-18,Italy
0591450,Rob Minkoff,,
0591485,Liza Minnelli,1946-03-12,"Los Angeles, California, USA"
0591486,Vincente Minnelli,1903-02-28,"Chicago, Illinois, USA"
0593310,Elizabeth Mitchell,1970-03-27,"Los Angeles, California, USA"
0593612,Millard Mitchell,1903-08-14,"Havana, Cuba"
0593775,Thomas Mitchell,1892-07-11,"Elizabeth, New Jersey, USA"
0596520,Gerald R. Molen,1935-01-06,"Great Falls, Montana, USA"
0597410,Taylor Momsen,1993-07-26,"St. Louis, Missouri, USA"
0600531,Ron Moody,1924-01-08,"London, England, UK"
0601214,Frank B. Moore,,
0601596,Matt Moore,1888-01-08,"County Meath, Ireland"
0601930,Terry Moore,1929-01-07,"Los Angeles, California, USA"
0604605,Dennis Morgan,1908-12-20,"Prentice, Wisconsin, USA"
0604656,Frank Morgan,1890-06-01,"New York, New York, USA"
0605080,Trevor Morgan,1986-11-26,"Chicago, Illinois, USA"
0605164,Maia Morgenstern,1962-05-01,"Bucharest, Romania"
0605904,Karen Morley,1909-12-12,"Ottumwa, Iowa, USA"
0605923,Robert Morley,1908-05-26,"Semley, Wiltshire, England, UK"
0608012,Joe Morton,1947-10-18,"New York, New York, USA"
0608090,Samantha Morton,1977-05-13,"Nottingham, England, UK"
0608440,William Moseley,1987-04-27,"Sheepscombe, England, UK"
0608909,Arnold Moss,1910-01-28,"Brooklyn, New York, USA"
0609236,Jonathan Mostow,1961-11-28,"Woodbridge, Connecticut, USA"
0610127,Sotiris Moustakas,1940-01-01,"Lemessos, Cyprus"
0612322,Robert Mulligan,1925-08-23,"The Bronx, New York, New York, USA"
0612743,Herbert Mundin,1898-08-21,"St. Helens, Lancashire, England, UK"
0612847,Paul Muni,1895-09-22,"Lemberg, Austria-Hungary. [now Lviv, Ukraine]"
0613789,Jack Murdock,,"Ohio, USA"
0614816,Alena Murray,,
0617130,Daniel Myrick,,"Sarasota, Florida, USA"
0621008,Charles Napier,1936-04-12,"Scottsville, Kentucky, USA"
0622553,James Naughton,1945-12-06,"Middleton, Connecticut, USA"
0623658,Patricia Neal,1926-01-20,"Packard, Kentucky, USA"
0623768,Ronald Neame,1911-04-23,"London, England, UK"
0624535,Jean Negulesco,1900-02-26,"Craiova, Dolj, Romania"
0625099,Nelly,1974-11-02,"Austin, Texas, USA"
0625680,Ralph Nelson,1916-08-12,"New York, New York, USA"
0625729,Sandy Nelson,,
0627878,Bob Newhart,1929-09-05,"Oak Park, Illinois, USA"
0628273,Stephen D. Newman,,
0628955,Haing S. Ngor,1940-03-22,"Samrong Young, Cambodia"
0630100,Julia Nickson-Soul,1959-01-01,Singapore
0632426,Carlo Ninchi,1897-05-31,"Bologna, Italy"
0634240,Christopher Nolan,1970-07-30,"London, England, UK"
0634313,Lloyd Nolan,1902-08-11,"San Francisco, California, USA"
0634342,Paul L. Nolan,1954-06-09,"Philadelphia, Pennsylvania, USA"
0634509,Brawley Nolte,1986-06-20,
0639529,Edmond O'Brien,1915-09-10,"New York, New York, USA"
0639782,Richard O'Brien,1942-03-25,"Cheltenham, Gloucestershire, England, UK"
0640299,Derrick O'Connor,,
0640413,Kevin J. O'Connor,1964-11-15,"Illinois, USA"
0640547,Una O'Connor,1880-10-23,"Belfast, Ireland, UK (now Belfast, Northern Ireland, UK)"
0640838,Steve O'Donnell,1963-01-01,
0641314,Paige O'Hara,1956-01-01,"Ft. Lauderdale, Florida, USA"
0641939,Ryan O'Neal,1941-04-20,"Los Angeles, California, USA"
0641966,Barbara O'Neil,1910-07-17,"St. Louis, Missouri, USA"
0642042,Nance O'Neil,1874-10-08,"Oakland, California, USA"
0643000,Simon Oakland,1915-08-28,"New York, New York, USA"
0643105,Warren Oates,1928-07-05,"Depoy, Kentucky, USA"
0643211,Philip Ober,1902-03-23,"Fort Payne, Alabama, USA"
0644048,Clifford Odets,1906-07-18,"Philadelphia, Pennsylvania, USA"
0652109,Cliff Osmond,1937-02-26,
0653239,Frank Otto,,
0654239,Reginald Owen,1887-08-05,"Wheathampstead, Hertfordshire, England, UK"
0654434,Patricia Owens,1925-01-17,"Golden, British Columbia, Canada"
0656105,Anita Page,1910-08-04,"Flushing, New York, USA"
0656183,Geraldine Page,1924-11-22,"Kirksville, Missouri, USA"
0656929,Josh Pais,1964-08-10,"New York, New York, USA"
0658133,Betsy Palmer,1926-11-01,"East Chicago, Indiana, USA"
0659363,Hayden Panettiere,1989-08-21,"Palisades, New York, USA"
0659573,Stuart Pankin,1946-04-08,"Philadelphia, Pennsylvania, USA"
0660327,Irene Papas,1926-09-03,"Chilimodion, Corynth, Greece"
0660407,Paul Pape,1952-07-17,
0662223,Eleanor Parker,1922-06-26,"Cedarville, Ohio, USA"
0663820,Estelle Parsons,1927-11-20,"Marblehead, Massachusetts, USA"
0664756,John Pasquin,,
0667542,Marisa Pavan,1932-06-19,"Cagliari, Sardinia, Italy"
0668093,Katina Paxinou,1900-12-17,"Piraeus, Athens, Greece"
0668361,John Payne,1912-05-23,"Roanoke, Virginia, USA"
0669046,Barry Pearl,1950-01-01,"Lancaster, Pennsylvania, USA"
0669629,Bob Peck,1945-08-23,"Leeds, Yorkshire, England, UK"
0671957,Arthur Penn,1922-09-27,"Philadelphia, Pennsylvania, USA"
0674012,Millie Perkins,1938-05-12,"Passaic, New Jersey, USA"
0676492,Jean Peters,1926-10-15,"Canton, Ohio, USA"
0679406,Chuck Pfeiffer,,
0681933,Mary Pickford,1892-04-08,"Toronto, Ontario, Canada"
0682074,Walter Pidgeon,1897-09-23,"East St. John, New Brunswick, Canada"
0683253,Rosamund Pike,1979-01-27,"London, England, UK"
0687506,Joan Plowright,1929-10-28,"Brigg, North Lincolnshire, England, UK"
0689488,Michael J. Pollard,1939-05-30,"Passaic, New Jersey, USA"
0691600,Anna Popplewell,1988-12-16,"London, England, UK"
0693281,H.C. Potter,1904-11-13,"New York, New York, USA"
0694066,Clifton Powell,1947-08-31,"Liberia Yonkers, New York, USA"
0694090,Dick Powell,1904-11-14,"Mountain View, Arkansas, USA"
0694403,Hartley Power,1894-03-14,"New York, New York, USA"
0694580,Mala Powers,1931-12-20,"San Francisco, California, USA"
0695937,Otto Preminger,1906-12-05,"Vienna, Austria"
0696193,Harve Presnell,1933-09-14,"Modesto, California, USA"
0697515,Louis Prima,1910-12-07,"New Orleans, Louisiana, USA"
0697733,William Prince,1913-01-26,"Nichols, New York, USA"
0697785,Andrew Prine,1936-02-14,"Jennings, Florida, USA"
0698764,Robert Prosky,1930-12-13,"Philadelphia, Pennsylvania, USA"
0700869,Amrish Puri,1932-06-22,India
0702841,Jonathan Ke Quan,1971-08-20,"Saigon, Vietnam"
0703033,Anthony Quayle,1913-09-07,"Ainsdale, Sefton, England, UK"
0703600,Eddie Quillan,1907-03-31,"Philadelphia, Pennsylvania, USA"
0703946,Patricia Quinn,1944-05-28,"Belfast, Northern Ireland, UK"
0705356,Daniel Radcliffe,1989-07-23,"Fulham, London, England, UK"
0706162,Alex Rafalowicz,1985-01-01,"Adelaide, Australia"
0707023,Luise Rainer,1910-01-12,"Dusseldorf, Germany"
0707814,Jobyna Ralston,1900-11-21,"South Pittsburg, Tennessee, USA"
0708081,Marjorie Rambeau,1889-07-15,"San Francisco, California, USA"
0709907,John Randolph,1915-06-01,"New York, New York, USA"
0713281,Jack Raymond,1901-12-14,"Minneapolis, Minnesota, USA"
0714310,James Rebhorn,1948-09-01,"Philadelphia, Pennsylvania, USA"
0714835,William Redfield,1927-01-26,"New York, New York, USA"
0715346,Carol Reed,1906-12-30,"London, England, UK"
0715477,Jerry Reed,1937-03-20,"Atlanta, Georgia, USA"
0718627,Wolfgang Reitherman,1909-06-26,"Munich, Germany"
0718645,Ivan Reitman,1946-10-27,"Komarno, Czechoslovakia [now in Slovakia]"
0720843,Anne Revere,1903-06-25,"New York, New York, USA"
0721073,Fernando Rey,1917-09-20,"La Coruna, Galicia, Spain"
0721728,Gene Reynolds,1925-04-04,"Cleveland, Ohio, USA"
0721817,Kevin Reynolds,1952-01-17,"San Antonio, Texas, USA"
0722315,Barbara Rhoades,1947-03-23,"Poughkeepsie, New York, USA"
0722636,John Rhys-Davies,1944-05-05,"Salisbury, Wiltshire, England, UK"
0723658,Irene Rich,1891-10-13,"Buffalo, New York, USA"
0723707,Ron Rich,1938-10-29,"Pittsburgh, Pennsylvania, USA"
0723968,Beah Richards,1920-07-12,"Vicksburg, Mississippi, USA"
0724732,Ralph Richardson,1902-12-19,"Tivoli Road, Cheltenham, Gloucestershire, England, UK"
0724798,Tony Richardson,1928-06-05,"Shipley, Yorkshire, England, UK"
0725543,Don Rickles,1926-05-08,"New York, New York, USA"
0725897,Stanley Ridges,1891-07-17,"Southampton, Hampshire, England, UK"
0728688,Martin Ritt,1914-03-02,"New York, New York, USA"
0730385,Jerome Robbins,1918-10-11,"New York, New York, USA"
0731634,Tony Roberts,1939-10-22,"New York, New York, USA"
0731772,Cliff Robertson,1925-09-09,"La Jolla, California, USA"
0732062,Willard Robertson,1886-01-01,"Runnels, Texas, USA"
0732703,James Robinson,,
0734236,Charles Rocket,1949-08-24,"Bangor, Maine, USA"
0734368,Bembol Roco,1953-11-20,
0735442,Michelle Rodriguez,1978-07-12,"Bexar County, Texas, USA"
0735538,Valente Rodriguez,,
0736777,Charles 'Buddy' Rogers,1904-08-13,"Olathe, Kansas, USA"
0736930,James B. Rogers,,
0738354,Esther Rolle,1920-11-08,"Pompano Beach, Florida, USA"
0740220,Michael Roof,,
0742341,Stuart Rosenberg,1927-01-01,
0743218,Anthony Ross,1909-02-23,"New York, New York, USA"
0744035,Robert Rossen,1908-03-16,"New York, New York, USA"
0744235,Leo Rossi,1947-01-01,"Trenton, New Jersey, USA"
0746125,Brandon Routh,1979-10-09,"Des Moines, Iowa, USA"
0746896,Richard Roxburgh,1962-01-01,"Albury, North West Victoria Border, Australia"
0748207,Sergio Rubini,1959-12-21,"Grumo Appula, Italy"
0748620,Paul Rudd,1969-04-06,"Passaic, New Jersey, USA"
0749484,Wesley Ruggles,1889-06-11,"Los Angeles, California, USA"
0751174,Harold Russell,1914-01-14,"North Sydney, Nova Scotia, Canada"
0751946,Ann Rutherford,1920-11-02,"Vancouver, British Columbia, Canada"
0751983,Margaret Rutherford,1892-05-11,"Balham, London, England, UK"
0753073,Mark Rydell,1934-03-23,"New York, New York, USA"
0755974,Jonathan Sagall,,"Toronto, Ontario, Canada"
0757256,Gene Saks,1921-11-08,"New York, New York, USA"
0761052,Roselyn Sanchez,1970-03-14,"San Juan, Puerto Rico"
0761587,Jay O. Sanders,1953-04-16,"Austin, Texas, USA"
0765546,Michael Sarrazin,1940-05-22,"Quebec City, Quebec, Canada"
0765597,Peter Sarsgaard,1971-03-07,"Scott Air Force Base, Illinois, USA"
0766975,Terry Saunders,,
0768321,Don Saxon,1916-12-13,
0768795,Prunella Scales,1932-06-22,"Sutton Abinger, Surrey, England, UK"
0769311,Diana Scarwid,1955-08-27,"Savannah, Georgia, USA"
0769874,Franklin J. Schaffner,1920-05-30,"Tokyo, Japan"
0771493,Richard Schiff,1955-05-27,"Bethesda, Maryland, USA"
0771584,Joseph Schildkraut,1896-03-22,"Vienna, Austria"
0772259,John Schlesinger,1926-02-16,"London, England, UK"
0775447,Barbet Schroeder,1941-08-26,"Teheran, Iran"
0778642,Peter Scolari,1955-09-12,"New Rochelle, New York, USA"
0779084,Dougray Scott,1965-11-25,"Glenrothes, Fife, Scotland, UK"
0779549,Martha Scott,1912-09-22,"Jamesport, Missouri, USA"
0779923,Zachary Scott,1914-02-24,"Austin, Texas, USA"
0780684,Jackie Searl,1921-07-07,"Anaheim, California, USA"
0780765,Heather Sears,1935-09-28,"London, England, UK"
0780833,George Seaton,1911-04-17,"South Bend, Indiana, USA"
